ID,MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,label
22776,3.99973973,102,0,3.999843835,102,5.46E-12,3.999950564,101.9999974,1.07E-05,4.937533992,99.50408705,88.87814819,30.16544794,93.86763411,251.9001574,3.99973973,102,0,3.999843835,102,5.46E-12,3.999950564,101.9999974,1.07E-05,4.937533992,99.50408705,88.87814819,30.16544794,93.86763411,251.9001574,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,-3.24E-215,0,1.071685823,102,0,144.2497834,3.64E-12,7.80E-33,0,4.220704653,102,0,144.2497834,0,-3.04E-32,0,1,39.01941705,0,1,39.01941705,0,1,39.01941705,2.27E-13,1.071685823,39.02050454,1.91E-05,4.220704653,39.01109395,0.099011877,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,-3.24E-215,0,1.071685823,102,0,144.2497834,3.64E-12,7.80E-33,0,4.220704653,102,0,144.2497834,0,-3.04E-32,0,1
49614,154.8948286,74.03822715,0.940105292,240.8316709,74.04589916,1.183608004,461.1767067,74.06072298,1.691999995,669.4977037,74.08660036,2.422285396,696.8687587,74.09092117,2.538106234,154.8948286,74.03822715,0.940105292,240.8316709,74.04589916,1.183608004,461.1767067,74.06072298,1.691999995,669.4977037,74.08660036,2.422285396,696.8687587,74.09092117,2.538106234,154.6286578,74,3.16E-06,95.26804291,1.14E-11,-2.17E-27,-2.93E-16,240.2655557,74,2.34E-06,95.26804291,5.48E-12,-6.60E-28,-4.19E-16,459.4373989,74,2.13E-06,95.26804291,7.10E-12,5.86E-28,1.18E-16,665.8566849,74,3.69E-06,95.26804291,1.41E-11,4.62E-27,6.56E-16,692.9066456,74,2.86E-06,95.26804291,1.10E-11,5.72E-27,7.41E-16,154.6286578,146388.6616,2.20427E+14,240.2655557,505018.2173,7.60259E+14,459.4373989,1415706.908,2.12993E+15,665.8566849,2079502.482,3.12723E+15,692.9066456,2155160.069,3.24084E+15,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
98338,138.5880856,74.04025526,0.96450568,240.8553597,74.04635422,1.110352539,769.7167015,74.04561507,1.10522766,7229.807686,74.09359418,22.39895915,35945.15221,74.26885859,161.8391432,138.5880856,74.04025526,0.96450568,240.8553597,74.04635422,1.110352539,769.7167015,74.04561507,1.10522766,7229.807686,74.09359418,22.39895915,35945.15221,74.26885859,161.8391432,138.3556314,74,3.02E-06,95.26804291,1.02E-11,-6.86E-27,-1.07E-15,240.3901655,74,0.000113327,95.26804291,1.28E-08,-3.99E-23,-3.69E-13,768.2536348,73.99995431,0.025290883,95.26800742,0.000639629,5.28E-18,5.75E-11,7211.225018,73.99863636,0.138163387,95.2669837,0.019089122,1.53E-16,3.05E-10,35838.28079,73.99836758,0.151165979,95.26677493,0.022851153,2.72E-16,1.77E-10,138.3556314,0.002221829,8.31E-05,240.3901655,0.002066283,6.33E-05,768.2536348,0.001892955,4.08E-05,7211.225018,272.6021516,4.10512E+11,35838.28079,21628.511,3.25702E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.020467696,74,9.54E-07,95.26804291,9.09E-13,0,0,1.67780832,74,0,95.26804291,0,0,0,0
49823,170.5066278,74.01089918,0.268336968,269.350816,74.02047555,0.528526507,551.7051032,74.0402586,1.122599301,860.6863743,74.06582008,1.842411028,904.0064554,74.06992588,1.953481139,170.5066278,74.01089918,0.268336968,269.350816,74.02047555,0.528526507,551.7051032,74.0402586,1.122599301,860.6863743,74.06582008,1.842411028,904.0064554,74.06992588,1.953481139,170.4230894,74,1.35E-06,95.26804291,6.19E-12,-1.83E-27,-5.59E-16,269.0683668,74,2.70E-06,95.26804291,7.77E-12,-4.55E-28,-1.02E-16,550.3256034,74,5.39E-06,95.26804291,3.01E-11,4.13E-27,2.75E-16,857.1287716,74,5.22E-06,95.26804291,2.84E-11,2.62E-27,1.81E-16,900.0535145,74,2.34E-06,95.26804291,5.46E-12,5.75E-27,0,170.4230894,41686.4614,6.27745E+13,269.0683668,224994.3097,3.38772E+14,550.3256034,937400.5042,1.41077E+15,857.1287716,1578442.095,2.37451E+15,900.0535145,1655310.152,2.49002E+15,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
29838,3.999235882,102,1.82E-12,3.99954148,102,1.82E-12,3.999861765,101.9998507,0.006254583,5.108285779,97.80696643,150.6583153,32.76321908,91.10662342,317.5423117,3.999235882,102,1.82E-12,3.99954148,102,1.82E-12,3.999861765,101.9998507,0.006254583,5.108285779,97.80696643,150.6583153,32.76321908,91.10662342,317.5423117,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,9.64E-144,0,1.071725965,102,0,144.2497834,1.82E-12,6.44E-89,0,4.224370159,102,1.91E-06,144.2497834,3.64E-12,-3.20E-29,0,1,39.01290584,0,1,39.01290584,0,1,39.01290584,6.82E-13,1.071725965,39.01300686,0.001085083,4.224370159,38.97422906,0.675329587,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,9.64E-144,0,1.071725965,102,0,144.2497834,1.82E-12,6.44E-89,0,4.224370159,102,1.91E-06,144.2497834,3.64E-12,-3.20E-29,0,1
107978,151.8445601,75.58352801,1282.312169,256.426458,76.42815165,1981.164098,799.0956032,76.86560422,2342.547454,7799.569926,74.97872827,754.5938078,40954.87493,74.46367769,324.7992892,151.8445601,75.58352801,1282.312169,256.426458,76.42815165,1981.164098,799.0956032,76.86560422,2342.547454,7799.569926,74.97872827,754.5938078,40954.87493,74.46367769,324.7992892,151.2730149,74,1.91E-06,95.26804291,5.48E-12,9.11E-28,2.36E-16,255.1631675,74,2.05E-05,95.26804291,4.18E-10,-4.52E-24,-9.87E-14,794.7653854,73.99998553,0.014231851,95.26803167,0.000202546,2.74E-19,1.43E-11,7771.305676,73.99873502,0.133071643,95.26706034,0.017708062,3.04E-16,4.16E-10,40825.90812,73.99841013,0.149183217,95.26680798,0.022255632,3.03E-16,3.09E-10,151.2730149,0.001962957,3.03E-05,255.1631675,0.001918625,3.03E-05,794.7653854,0.001826911,3.08E-05,7771.305676,75.90404127,1.14302E+11,40825.90812,16832.91221,2.53486E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.020575959,74,0,95.26804291,0,0,0,2.141331478,74,9.54E-07,95.26804291,9.09E-13,0,0,0
91518,156.8802099,74.10809676,10.82110349,206.2178306,74.2478118,44.1179748,424.2644212,74.582277,127.0404736,6326.89803,74.18393689,59.05475718,32071.96432,74.31964886,197.5506527,156.8802099,74.10809676,10.82110349,206.2178306,74.2478118,44.1179748,424.2644212,74.582277,127.0404736,6326.89803,74.18393689,59.05475718,32071.96432,74.31964886,197.5506527,156.3839766,74,9.54E-07,95.26804291,3.75E-12,8.33E-28,4.58E-16,205.3717363,74,2.13E-06,95.26804291,4.57E-12,-2.00E-27,-1.39E-15,421.7213702,74,0.000193391,95.26804291,3.74E-08,-1.84E-23,-2.66E-14,6302.026649,73.99919199,0.106355275,95.26741529,0.011311445,1.21E-16,2.49E-10,31967.97407,73.99845416,0.147103059,95.26684218,0.02163931,4.94E-17,3.00E-11,156.3839766,0.002292286,0.000414495,205.3717363,0.002879636,0.000750984,421.7213702,0.004041201,0.002387335,6302.026649,741.7402184,1.11699E+12,31967.97407,26441.02136,3.98172E+13,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1,74,0,95.26804291,0,0,0,1.021358289,74,0,95.26804291,0,0,0,1.680701403,74,0,95.26804291,0,0,0,0
56672,184.3369187,74.00809073,0.194112138,293.568522,74.0172378,0.413616356,835.7459052,74.03708433,2.029355635,5001.95058,74.09992299,17.28875396,7399.113052,74.10390231,18.08163156,184.3369187,74.00809073,0.194112138,293.568522,74.0172378,0.413616356,835.7459052,74.03708433,2.029355635,5001.95058,74.09992299,17.28875396,7399.113052,74.10390231,18.08163156,184.2747761,74,1.65E-06,95.26804291,4.55E-12,2.03E-27,6.43E-16,293.3576787,74,0.000117897,95.26804291,1.39E-08,-3.28E-24,-1.30E-14,834.5994799,73.99992676,0.032020907,95.26798602,0.001025338,-6.64E-18,-1.54E-10,4990.196494,73.9969595,0.206295447,95.2656812,0.042557811,7.10E-16,6.28E-10,7380.215483,73.99643155,0.223485017,95.26527112,0.049945553,-1.63E-15,-1.15E-09,184.2747761,0.001669832,8.02E-05,293.3576787,0.001697578,2387.66251,834.5994799,121.9696146,1.83673E+11,4990.196494,115524.7274,1.73957E+14,7380.215483,185366.1623,2.79111E+14,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
65230,182.8928832,75.95193723,1165.387268,285.2230204,77.44193801,2361.488931,804.7973444,77.79881166,2842.249009,6429.126844,75.26554662,953.6647133,14572.2266,74.79249594,579.0486656,182.8928832,75.95193723,1165.387268,285.2230204,77.44193801,2361.488931,804.7973444,77.79881166,2842.249009,6429.126844,75.26554662,953.6647133,14572.2266,74.79249594,579.0486656,181.9872064,74,2.70E-06,95.26804291,7.33E-12,-3.06E-28,-1.19E-16,283.1395509,74,4.26E-06,95.26804291,1.82E-11,-3.83E-28,-7.68E-17,798.8452234,74,5.43E-05,95.26804291,2.95E-09,3.16E-23,0,6401.929836,73.99934155,0.096009902,95.26753145,0.009217901,2.01E-16,4.68E-10,14519.52112,73.99840422,0.14946035,95.26680338,0.022338396,-1.56E-15,-2.31E-09,181.9872064,0.001608015,1.07E-05,283.1395509,0.001714873,1.31E-05,798.8452234,0.002163206,525753.8402,6401.929836,25018.07245,3.76744E+13,14519.52112,82894.25391,1.24825E+14,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,0
37651,3.870405874,102,1.60E-10,3.921060663,101.9999996,1.51E-05,3.97660925,101.9658375,1.429817114,5.449329509,96.72970597,180.8890612,29.99101942,94.24814247,240.9544759,3.870405874,102,1.60E-10,3.921060663,101.9999996,1.51E-05,3.97660925,101.9658375,1.429817114,5.449329509,96.72970597,180.8890612,29.99101942,94.24814247,240.9544759,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,1.82E-12,-7.82E-122,0,1.071338919,102,0,144.2497834,3.64E-12,-1.59E-30,0,4.213559359,102,1.91E-06,144.2497834,5.14E-12,-2.60E-28,-7.16E-17,1,39.09022999,0,1,39.09022999,0,1,39.09022999,4.55E-13,1.071338919,39.08582725,0.000271721,4.213559359,39.0934518,2.129676026,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,1.82E-12,-7.82E-122,0,1.071338919,102,0,144.2497834,3.64E-12,-1.59E-30,0,4.213559359,102,1.91E-06,144.2497834,5.14E-12,-2.60E-28,-7.16E-17,1
